Age,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins,Seat_Comfort,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding,Gender_Male,Customer_Type_Loyal Customer,Type_Travel_Personal Travel,Travel_Class_Eco,Seat_Class_Ordinary,Overall_Experience,ID
17.0,1479.0,65.0,80.0,4.0,2.0,4.0,4.0,6.0,4.0,6.0,6.0,4.0,3.0,4.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,99921751.0
47.0,423.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99921752.0
36.0,1774.0,15.0,95.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99921753.0
37.0,2189.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,99921754.0
59.0,2528.0,0.0,0.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,99921755.0
44.0,2600.0,58.0,95.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,99921756.0
30.0,1774.0,0.0,3.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99921757.0
49.0,3352.0,33.0,35.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99921758.0
53.0,234.0,24.0,23.0,3.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99921759.0
29.0,2734.0,0.0,0.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99921760.0
29.0,3645.0,3.0,11.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,5.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,99921761.0
49.0,872.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99921762.0
22.0,1442.0,0.0,0.0,6.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,5.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99921763.0
54.0,2402.0,3.0,1.0,6.0,6.0,4.0,6.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99921764.0
54.0,2844.0,0.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99921765.0
55.0,2251.0,30.0,36.0,2.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,99921766.0
55.0,1193.0,4.0,24.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,99921767.0
16.0,2015.0,5.0,11.0,2.0,6.0,6.0,6.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,99921768.0
57.0,1842.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99921769.0
49.0,695.0,0.0,0.0,2.0,5.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,2.0,3.0,5.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,99921770.0
33.0,1686.0,0.0,9.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,99921771.0
44.0,2649.0,20.0,36.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,99921772.0
37.0,2564.0,0.0,0.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99921773.0
39.0,2110.0,0.0,0.0,2.0,6.0,2.0,4.0,4.0,2.0,4.0,4.0,6.0,6.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99921774.0
63.0,507.0,11.0,11.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,99921775.0
25.0,2779.0,50.0,73.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99921776.0
24.0,2407.0,1.0,0.0,3.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,6.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99921777.0
23.0,2996.0,0.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99921778.0
31.0,2764.0,9.0,8.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99921779.0
34.0,1752.0,33.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,99921780.0
40.0,3204.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99921781.0
40.0,1143.0,0.0,0.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,99921782.0
49.0,2835.0,58.0,95.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99921783.0
55.0,1737.0,12.0,11.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,99921784.0
51.0,1032.0,3.0,20.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,99921785.0
31.0,3078.0,18.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,99921786.0
42.0,1955.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,99921787.0
59.0,1995.0,0.0,0.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,99921788.0
51.0,810.0,4.0,0.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99921789.0
55.0,354.0,0.0,0.0,5.0,2.0,6.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,99921790.0
48.0,2457.0,0.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,99921791.0
47.0,3189.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99921792.0
23.0,2526.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,99921793.0
40.0,1252.0,95.0,89.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,99921794.0
39.0,358.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99921795.0
67.0,1776.0,0.0,0.0,3.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99921796.0
24.0,1874.0,19.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99921797.0
41.0,1314.0,0.0,0.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,2.0,4.0,4.0,3.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,99921798.0
27.0,1697.0,0.0,0.0,4.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,99921799.0
53.0,3168.0,3.0,0.0,6.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,99921800.0
44.0,810.0,55.0,59.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99921801.0
40.0,1121.0,1.0,15.0,4.0,3.0,4.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,5.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99921802.0
36.0,2684.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99921803.0
37.0,1793.0,0.0,0.0,4.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,4.0,5.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99921804.0
24.0,4284.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,99921805.0
21.0,2338.0,0.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99921806.0
17.0,1973.0,26.0,0.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99921807.0
64.0,695.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,99921808.0
43.0,320.0,0.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99921809.0
38.0,1181.0,0.0,0.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,99921810.0
48.0,1344.0,15.0,9.0,1.0,1.0,4.0,2.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99921811.0
28.0,2991.0,9.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99921812.0
35.0,2084.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,99921813.0
21.0,2010.0,10.0,0.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,6.0,3.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,99921814.0
54.0,1194.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,99921815.0
46.0,2949.0,28.0,23.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921816.0
40.0,201.0,8.0,9.0,2.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99921817.0
40.0,1972.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99921818.0
59.0,914.0,0.0,0.0,2.0,5.0,2.0,2.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99921819.0
12.0,1313.0,48.0,43.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,99921820.0
22.0,1654.0,0.0,0.0,2.0,3.0,6.0,3.0,4.0,6.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99921821.0
33.0,1106.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,6.0,3.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,99921822.0
44.0,1589.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99921823.0
17.0,1567.0,0.0,0.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99921824.0
24.0,1833.0,0.0,0.0,1.0,6.0,1.0,6.0,3.0,6.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,99921825.0
35.0,96.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99921826.0
54.0,2654.0,0.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921827.0
35.0,1654.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,99921828.0
23.0,1605.0,6.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,99921829.0
63.0,3190.0,0.0,0.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99921830.0
12.0,2772.0,22.0,24.0,4.0,5.0,4.0,2.0,6.0,4.0,5.0,6.0,4.0,4.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99921831.0
36.0,2383.0,35.0,35.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,99921832.0
35.0,506.0,37.0,45.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,99921833.0
24.0,3138.0,0.0,6.0,6.0,6.0,6.0,4.0,2.0,6.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,99921834.0
28.0,2711.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99921835.0
59.0,2332.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99921836.0
58.0,1451.0,7.0,11.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99921837.0
24.0,1600.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,99921838.0
49.0,773.0,0.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99921839.0
50.0,3952.0,4.0,0.0,4.0,6.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99921840.0
24.0,1559.0,0.0,7.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,99921841.0
30.0,1692.0,0.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,99921842.0
25.0,1635.0,0.0,0.0,5.0,1.0,6.0,2.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,99921843.0
16.0,2587.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99921844.0
45.0,595.0,16.0,15.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921845.0
41.0,765.0,0.0,13.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,99921846.0
44.0,2631.0,13.0,24.0,2.0,2.0,4.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99921847.0
38.0,2819.0,64.0,66.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,99921848.0
20.0,2457.0,0.0,15.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,99921849.0
55.0,1494.0,4.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99921850.0
40.0,1253.0,0.0,0.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,99921851.0
39.0,2006.0,82.0,82.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921852.0
28.0,2068.0,0.0,13.0,1.0,5.0,1.0,3.0,6.0,1.0,6.0,6.0,3.0,6.0,3.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99921853.0
57.0,847.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,99921854.0
65.0,272.0,37.0,33.0,5.0,6.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,6.0,6.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,99921855.0
32.0,2375.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,6.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99921856.0
60.0,2161.0,4.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99921857.0
11.0,1790.0,10.0,12.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,6.0,4.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99921858.0
55.0,1025.0,17.0,10.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921859.0
71.0,1639.0,0.0,0.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,6.0,4.0,3.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,99921860.0
22.0,4055.0,6.0,26.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,99921861.0
56.0,348.0,93.0,89.0,4.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,99921862.0
18.0,2070.0,39.0,52.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,6.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,99921863.0
26.0,2551.0,36.0,44.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99921864.0
18.0,3159.0,14.0,0.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,99921865.0
67.0,4098.0,282.0,286.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,99921866.0
48.0,2335.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99921867.0
46.0,2451.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,99921868.0
30.0,2035.0,7.0,6.0,1.0,6.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,99921869.0
16.0,2697.0,0.0,0.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,99921870.0
25.0,2094.0,5.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99921871.0
38.0,2688.0,26.0,31.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,99921872.0
25.0,1803.0,9.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99921873.0
57.0,2847.0,6.0,0.0,2.0,2.0,6.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99921874.0
37.0,1333.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,4.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,99921875.0
46.0,1466.0,59.0,30.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99921876.0
36.0,3555.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,99921877.0
28.0,2299.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,99921878.0
53.0,264.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99921879.0
41.0,2252.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99921880.0
57.0,424.0,4.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99921881.0
57.0,578.0,3.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99921882.0
27.0,4538.0,0.0,0.0,1.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,2.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99921883.0
